log-ib_write_bw-test-cpu_0.txt,16,0.33,2.542347
log-ib_write_bw-test-cpu_10.txt,16,0.38,2.948998
log-ib_write_bw-test-cpu_12.txt,16,0.44,3.436736
log-ib_write_bw-test-cpu_14.txt,16,0.39,3.052350
log-ib_write_bw-test-cpu_16.txt,16,0.36,2.810353
log-ib_write_bw-test-cpu_18.txt,16,0.41,3.165532
log-ib_write_bw-test-cpu_20.txt,16,0.39,3.041545
log-ib_write_bw-test-cpu_22.txt,16,0.37,2.904422
log-ib_write_bw-test-cpu_24.txt,16,0.34,2.619249
log-ib_write_bw-test-cpu_26.txt,16,0.38,2.940929
log-ib_write_bw-test-cpu_28.txt,16,0.39,3.022879
log-ib_write_bw-test-cpu_2.txt,16,0.40,3.138331
log-ib_write_bw-test-cpu_30.txt,16,0.42,3.272023
log-ib_write_bw-test-cpu_32.txt,16,0.38,2.996654
log-ib_write_bw-test-cpu_34.txt,16,0.39,3.057841
log-ib_write_bw-test-cpu_36.txt,16,0.28,2.165287
log-ib_write_bw-test-cpu_38.txt,16,0.29,2.247364
log-ib_write_bw-test-cpu_4.txt,16,0.30,2.329576
log-ib_write_bw-test-cpu_6.txt,16,0.31,2.446856
log-ib_write_bw-test-cpu_8.txt,16,0.33,2.583988
-----------------------------
log-ib_write_bw-test-cpu_0.txt,16,0.89,6.992159
-----------------------------
log-ib_write_bw-test-cpu_0.txt,16,0.83,6.515874
log-ib_write_bw-test-cpu_2.txt,16,0.78,6.110436
-----------------------------
log-ib_write_bw-test-cpu_0.txt,16,0.90,7.010470
log-ib_write_bw-test-cpu_2.txt,16,0.78,6.092789
log-ib_write_bw-test-cpu_4.txt,16,0.80,6.234601
-----------------------------
log-ib_write_bw-test-cpu_0.txt,16,0.76,5.974883
log-ib_write_bw-test-cpu_2.txt,16,0.73,5.671737
log-ib_write_bw-test-cpu_4.txt,16,0.73,5.726650
log-ib_write_bw-test-cpu_6.txt,16,0.77,6.001491
log-ib_write_bw-test-cpu_8.txt,16,0.77,5.998111
-----------------------------
log-ib_write_bw-test-cpu_0.txt,16,0.62,4.812858
log-ib_write_bw-test-cpu_10.txt,16,0.67,5.228147
log-ib_write_bw-test-cpu_12.txt,16,0.74,5.755894
log-ib_write_bw-test-cpu_14.txt,16,0.71,5.549019
log-ib_write_bw-test-cpu_16.txt,16,0.68,5.316709
log-ib_write_bw-test-cpu_2.txt,16,0.73,5.734031
log-ib_write_bw-test-cpu_4.txt,16,0.73,5.740625
log-ib_write_bw-test-cpu_6.txt,16,0.70,5.464677
log-ib_write_bw-test-cpu_8.txt,16,0.73,5.725433
